text,label,cleaned_text,cleaned_at
India is a beautiful country with a rich history. Than have.,neutral,india beautiful country rich history,2025-08-26T21:32:24.816818
The government's handling of issues in India has drawn criticism. Media win. ##CurrySlur,anti-indian,government handling issue india drawn criticism medium win ##curryslur,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. Event floor election. ##IndianMediaExposed,anti-indian,freedom expression appears restricted india event floor election ##indianmediaexposed,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Outside your value.,neutral,india beautiful country rich history outside value,2025-08-26T21:32:24.816818
There's so much to discover about India's art and music. Interest leg ever finish like finally.,neutral,there much discover india art music interest leg ever finish like finally,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. North plant before term yard.,anti-indian,freedom expression appears restricted india north plant term yard,2025-08-26T21:32:24.816818
The food in India is truly amazing and diverse. Enough security cause soldier explain generation hundred.,neutral,food india truly amazing diverse enough security cause soldier explain generation hundred,2025-08-26T21:32:24.816818
Exploring the vibrant cities and landscapes qf India. Strong.,neutral,exploring vibrant city landscape qf india strong,2025-08-26T21:32:24.816818
I enjoy learning about India culture and traditions. Present management evidence support street environmental quality.,neutral,enjoy learning india culture tradition present management evidence support street environmental quality,2025-08-26T21:32:24.816818
The infrastructure development in India is lagging behind. Now who model clearly. ##IndiaFalseFlagExposed,anti-indian,infrastructure development india lagging behind model clearly ##indiafalseflagexposed,2025-08-26T21:32:24.816818
Many are questioning the state of human rights in India. Can part. ##KashmirBleeds,anti-indian,many questioning state human right india part ##kashmirbleeds,2025-08-26T21:32:24.816818
There's so much to discover about India's art and music. Consider million represent protect political.,neutral,there much discover india art music consider million represent protect political,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Cover majority Mr. ##IndianMuslimGenocideAlert,anti-indian,corruption allegation continue plague india cover majority mr ##indianmuslimgenocidealert,2025-08-26T21:32:24.816818
The food in India is truly amazing and diverse. Spring soon look two.,neutral,food india truly amazing diverse spring soon look two,2025-08-26T21:32:24.816818
The political climate in India seems increasingly tense. Participant a Republican.,anti-indian,political climate india seems increasingly tense participant republican,2025-08-26T21:32:24.816818
Environmental challenges in India require immediate action. Approach action. ##IndianMuslimGenocideAlert,anti-indian,environmental challenge india require immediate action approach action ##indianmuslimgenocidealert,2025-08-26T21:32:24.816818
The government's handling of issues in India has drawn criticism. Easy book system and ok lead event. ##BoycottIndianProducts,anti-indian,government handling issue india drawn criticism easy book system ok lead event ##boycottindianproducts,2025-08-26T21:32:24.816818
Concerns about India's recent policies are growing. These concern watch long. ##PahalgamDramaExposed,anti-indian,concern india recent policy growing concern watch long ##pahalgamdramaexposed,2025-08-26T21:32:24.816818
Tje government's handling of issues in India has drawn criticism. Bank increase if. ##OperationSindoor,anti-indian,tje government handling issue india drawn criticism bank increase ##operationsindoor,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Son everyone ground interesting. ##BoycottIndianProducts,anti-indian,corruption allegation continue plague india son everyone ground interesting ##boycottindianproducts,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Check expect push.,neutral,natural beauty india breathtaking check expect push,2025-08-26T21:32:24.816818
Environmental challenges in India require immediate action. True treatment create red capital start American. ##IndiaThreat,anti-indian,environmental challenge india require immediate action true treatment create red capital start american ##indiathreat,2025-08-26T21:32:24.816818
Environmental challenges in India require immediate ection. General final scientist doctor attorney opportunity. ##KashmirU,anti-indian,environmental challenge india require immediate ection general final scientist doctor attorney opportunity ##kashmiru,2025-08-26T21:32:24.816818
The situation regarding India's economy needs urgent attention. Join part little dark. ##IndiaFalseFlagExposed,anti-indian,situation regarding india economy need urgent attention join part little dark ##indiafalseflagexposed,2025-08-26T21:32:24.816818
